Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
06/21/2019,NFLX190621C00305000,0,0,62.75,63.75,0,0.4058,0.8523,0.0035,577,305.000,NFLX190621P00305000,5.22,0.345,5.15,5.4,24,0.3997,-0.1447,0.0035,647
06/21/2019,NFLX190621C00310000,58.69,-5.185,58.6,59.6,14,0.402,0.8326,0.0038,1279,310.000,NFLX190621P00310000,6.3,0.65,6,6.25,14,0.3958,-0.1643,0.0038,2113
06/21/2019,NFLX190621C00315000,55.39,-4.385,54.6,57.4,1,0.3971,0.8119,0.0042,753,315.000,NFLX190621P00315000,6.85,0.35,6.95,7.2,5,0.3918,-0.1855,0.0042,834
06/21/2019,NFLX190621C00320000,52.5,-3.225,50.9,51.55,1,0.3926,0.7893,0.0045,2697,320.000,NFLX190621P00320000,7.89,0.39,8,8.25,14,0.3876,-0.2084,0.0045,3001
06/21/2019,NFLX190621C00325000,48.9,-2.95,47.1,47.75,1,0.3883,0.765,0.0049,500,325.000,NFLX190621P00325000,9.2,0.65,9.15,9.45,24,0.384,-0.2332,0.0049,1114
06/21/2019,NFLX190621C00330000,43.3,-4.775,43.45,44.05,13,0.3849,0.7386,0.0052,1481,330.000,NFLX190621P00330000,10.35,0.575,10.5,10.8,14,0.3799,-0.2594,0.0052,3171
06/21/2019,NFLX190621C00335000,41.3,-3.175,40,40.5,7,0.3809,0.711,0.0055,452,335.000,NFLX190621P00335000,11.9,0.775,11.9,12.25,4,0.376,-0.2873,0.0056,444
06/21/2019,NFLX190621C00340000,37.9,-3.025,36.55,37.1,12,0.3766,0.682,0.0058,1331,340.000,NFLX190621P00340000,13.45,0.825,13.55,13.85,117,0.3732,-0.317,0.0059,2246
06/21/2019,NFLX190621C00345000,33.15,-4.45,33.35,33.85,3,0.3729,0.6515,0.0061,611,345.000,NFLX190621P00345000,15.45,1.2,15.3,15.6,41,0.3695,-0.3477,0.0061,2498
06/21/2019,NFLX190621C00350000,30.68,-3.72,30.2,30.8,450,0.3695,0.6198,0.0063,1901,350.000,NFLX190621P00350000,17.25,1.2,17.25,17.6,59,0.3661,-0.3797,0.0064,2967
06/21/2019,NFLX190621C00355000,27.8,-3.55,27.45,27.9,322,0.3652,0.5872,0.0066,797,355.000,NFLX190621P00355000,19.37,1.37,19.35,19.7,32,0.3629,-0.4126,0.0066,1029
06/21/2019,NFLX190621C00360000,25.01,-3.465,24.75,25.15,465,0.3627,0.5538,0.0067,2757,360.000,NFLX190621P00360000,21.71,1.61,21.6,22,56,0.3595,-0.4463,0.0068,1690
06/21/2019,NFLX190621C00365000,22.6,-3.15,22.2,22.6,188,0.3596,0.5198,0.0068,1341,365.000,NFLX190621P00365000,24.2,1.825,24.05,24.4,193,0.3566,-0.4805,0.0069,756
06/21/2019,NFLX190621C00370000,20.03,-3.145,19.85,20.2,241,0.3562,0.4856,0.0069,2552,370.000,NFLX190621P00370000,26.65,1.825,26.7,27.1,67,0.3541,-0.5149,0.0069,1361
06/21/2019,NFLX190621C00375000,17.9,-2.9,17.6,18,65,0.3534,0.4515,0.0069,915,375.000,NFLX190621P00375000,29.48,2.055,29.45,29.85,2,0.351,-0.5493,0.0069,455
06/21/2019,NFLX190621C00380000,15.75,-2.825,15.6,15.95,45,0.3504,0.4175,0.0068,3511,380.000,NFLX190621P00380000,32.5,2.275,32.4,32.85,10,0.3484,-0.5833,0.0069,1207
06/21/2019,NFLX190621C00385000,13.95,-2.55,13.7,14.1,20,0.3484,0.3845,0.0067,1789,385.000,NFLX190621P00385000,0,0,35.55,36.1,0,0.3464,-0.6165,0.0068,64
06/21/2019,NFLX190621C00390000,12.19,-2.435,12.05,12.4,41,0.3455,0.3518,0.0066,2662,390.000,NFLX190621P00390000,0,0,38.9,39.45,0,0.3437,-0.6492,0.0066,676
06/21/2019,NFLX190621C00395000,10.7,-2.2,10.5,10.85,10,0.3434,0.3206,0.0064,369,395.000,NFLX190621P00395000,42.7,3.1,42.35,42.9,1,0.3414,-0.6807,0.0064,83
06/21/2019,NFLX190621C00400000,9.27,-2.03,9.15,9.45,90,0.341,0.2903,0.0062,8486,400.000,NFLX190621P00400000,45.96,2.91,46,46.5,8,0.3396,-0.7107,0.0062,737
06/21/2019,NFLX190621C00405000,8.25,-1.65,7.9,8.2,6,0.3388,0.2616,0.0059,424,405.000,NFLX190621P00405000,49.6,2.925,49.8,50.45,8,0.3384,-0.7387,0.0059,68
06/21/2019,NFLX190621C00410000,7.25,-1.35,6.8,7.1,23,0.3365,0.2343,0.0056,993,410.000,NFLX190621P00410000,53.21,2.76,53.7,54.55,8,0.3376,-0.7648,0.0056,263
06/21/2019,NFLX190621C00415000,6.3,-1.175,5.85,6.1,19,0.3358,0.2099,0.0053,377,415.000,NFLX190621P00415000,0,0,57.75,58.45,0,0.3365,-0.7895,0.0053,40
06/21/2019,NFLX190621C00420000,5.25,-1.225,5.05,5.25,181,0.3339,0.1863,0.0049,4018,420.000,NFLX190621P00420000,0,0,61.95,62.9,0,0.3364,-0.8117,0.0049,99
06/21/2019,NFLX190621C00425000,4.88,-0.72,4.25,4.5,4,0.3332,0.1653,0.0046,362,425.000,NFLX190621P00425000,0,0,66.25,67.2,0,0.3357,-0.8326,0.0046,26
06/21/2019,NFLX190621C00430000,3.75,-1.075,3.65,3.85,16,0.3316,0.1452,0.0042,1132,430.000,NFLX190621P00430000,0,0,70.65,71.65,0,0.3382,-0.8492,0.0043,64
06/21/2019,NFLX190621C00435000,3.35,-0.8,3.1,3.3,11,0.3309,0.1278,0.0039,1503,435.000,NFLX190621P00435000,74.5,3.275,75.15,75.95,1,0.3373,-0.867,0.0039,16
06/21/2019,NFLX190621C00440000,2.89,-0.66,2.66,2.81,9,0.3311,0.1126,0.0035,2224,440.000,NFLX190621P00440000,78.85,3.175,79.75,80.6,1,0.3364,-0.8832,0.0036,26
06/21/2019,NFLX190621C00445000,2.6,-0.47,2.27,2.4,13,0.331,0.0987,0.0032,599,445.000,NFLX190621P00445000,0,0,84.4,85.25,0,0.339,-0.8952,0.0033,20
06/21/2019,NFLX190621C00450000,2.13,-0.49,1.93,2.08,11,0.3308,0.0862,0.0029,3257,450.000,NFLX190621P00450000,0,0,89.05,91.75,0,0.3444,-0.904,0.003,18
06/21/2019,NFLX190621C00455000,2.24,0,1.64,1.76,7,0.331,0.0753,0.0026,555,455.000,NFLX190621P00455000,0,0,93.8,96,0,0.3456,-0.915,0.0028,16
06/21/2019,NFLX190621C00460000,1.54,-0.4,1.41,1.52,4,0.3321,0.0658,0.0024,433,460.000,NFLX190621P00460000,0,0,97.05,101.4,0,0.3528,-0.9205,0.0026,9
06/21/2019,NFLX190621C00465000,1.24,-0.41,1.21,1.31,6,0.3328,0.0577,0.0021,208,465.000,NFLX190621P00465000,0,0,101.9,106.2,0,0.3598,-0.9257,0.0024,0
06/21/2019,NFLX190621C00470000,1.1,-0.33,1.01,1.13,3,0.3329,0.05,0.0019,478,470.000,NFLX190621P00470000,0,0,106.6,111.1,0,0.3661,-0.9308,0.0022,16
06/21/2019,NFLX190621C00475000,0.99,-0.24,0.86,0.98,4,0.335,0.0442,0.0017,48,475.000,NFLX190621P00475000,0,0,111.4,115.9,0,0.3777,-0.9323,0.0021,0
06/21/2019,NFLX190621C00480000,0.81,-0.25,0.73,0.85,1,0.3366,0.0388,0.0015,453,480.000,NFLX190621P00480000,0,0,116.9,120.6,0,0.05,-1,0,14
06/21/2019,NFLX190621C00485000,0,0,0.63,0.74,0,0.3387,0.0344,0.0014,12,485.000,NFLX190621P00485000,0,0,121.4,125.9,0,0.05,-1,0,0
06/21/2019,NFLX190621C00490000,0.68,-0.135,0.53,0.66,1,0.3419,0.0308,0.0013,901,490.000,NFLX190621P00490000,0,0,126.4,130.9,0,0.05,-1,0,0
06/21/2019,NFLX190621C00495000,0,0,0.46,0.59,0,0.3436,0.0271,0.0011,14,495.000,NFLX190621P00495000,0,0,131.4,136,0,0.05,-1,0,0
06/21/2019,NFLX190621C00500000,0.5,-0.125,0.39,0.53,26,0.3467,0.0244,0.001,1805,500.000,NFLX190621P00500000,0,0,136.4,140.8,0,0.05,-1,0,8
06/21/2019,NFLX190621C00505000,0,0,0.34,0.48,0,0.3483,0.0215,0.0009,4,505.000,NFLX190621P00505000,0,0,141.4,145.9,0,0.05,-1,0,0
06/21/2019,NFLX190621C00510000,0,0,0.3,0.43,0,0.3507,0.0191,0.0008,0,510.000,NFLX190621P00510000,0,0,146.4,151,0,0.05,-1,0,0
06/21/2019,NFLX190621C00515000,0.36,-0.095,0.26,0.4,5,0.3542,0.0174,0.0007,10,515.000,NFLX190621P00515000,0,0,151.4,155.9,0,0.05,-1,0,0
06/21/2019,NFLX190621C00520000,0,0,0.23,0.35,0,0.3571,0.0157,0.0007,390,520.000,NFLX190621P00520000,0,0,156.35,161,0,0.05,-1,0,0
06/21/2019,NFLX190621C00525000,0,0,0.2,0.34,0,0.3618,0.0146,0.0006,0,525.000,NFLX190621P00525000,0,0,161.4,166,0,0.05,-1,0,0
06/21/2019,NFLX190621C00530000,0,0,0.18,0.31,0,0.3659,0.0134,0.0006,0,530.000,NFLX190621P00530000,0,0,166.4,170.9,0,0.05,-1,0,0
06/21/2019,NFLX190621C00535000,0,0,0.16,0.29,0,0.3698,0.0124,0.0005,0,535.000,NFLX190621P00535000,0,0,171.4,176,0,0.05,-1,0,0
06/21/2019,NFLX190621C00540000,0.2,-0.09,0.2,0.27,1,0.3753,0.0118,0.0005,263,540.000,NFLX190621P00540000,0,0,176.4,180.9,0,0.05,-1,0,0
06/21/2019,NFLX190621C00560000,0,0,0.12,0.23,0,0.3953,0.0095,0.0004,327,560.000,NFLX190621P00560000,0,0,196.35,200.8,0,0.05,-1,0,0
06/21/2019,NFLX190621C00580000,0,0,0.11,0.21,0,0.4186,0.0084,0.0003,361,580.000,NFLX190621P00580000,0,0,216.45,220.9,0,0.05,-1,0,0
06/21/2019,NFLX190621C00590000,0,0,0.09,0.2,0,0.4282,0.0077,0.0003,244,590.000,NFLX190621P00590000,0,0,226.4,230.9,0,0.05,-1,0,0
06/21/2019,NFLX190621C00600000,0,0,0.07,0.18,0,0.4354,0.0069,0.0003,1864,600.000,NFLX190621P00600000,0,0,236.4,240.9,0,0.6793,-0.9317,0.0012,0
06/21/2019,NFLX190621C00620000,0,0,0.05,0.17,0,0.4544,0.006,0.0002,309,620.000,NFLX190621P00620000,0,0,256.35,261,0,0.7169,-0.9326,0.0011,0
06/21/2019,NFLX190621C00630000,0.12,-0.025,0.1,0.12,6,0.4569,0.005,0.0002,1593,630.000,NFLX190621P00630000,0,0,266.3,270.9,0,0.7352,-0.9329,0.0011,0
09/20/2019,NFLX190920C00165000,0,0,196.5,200.8,0,0.594,0.9857,0.0003,0,165.000,NFLX190920P00165000,0,0,0.37,0.51,0,0.5419,-0.009,0.0002,175
09/20/2019,NFLX190920C00170000,0,0,191.65,195.9,0,0.5743,0.9852,0.0003,300,170.000,NFLX190920P00170000,0,0,0.44,0.57,0,0.5334,-0.0104,0.0002,135
09/20/2019,NFLX190920C00175000,0,0,186.75,191.05,0,0.5541,0.9847,0.0003,0,175.000,NFLX190920P00175000,0,0,0.52,0.64,0,0.5247,-0.0118,0.0002,113
09/20/2019,NFLX190920C00180000,0,0,181.9,186.2,0,0.5582,0.981,0.0003,0,180.000,NFLX190920P00180000,0,0,0.6,0.74,0,0.517,-0.0135,0.0003,53
09/20/2019,NFLX190920C00185000,0,0,177.05,181.35,0,0.5354,0.9808,0.0004,4,185.000,NFLX190920P00185000,0,0,0.69,0.83,0,0.5088,-0.0154,0.0003,8
09/20/2019,NFLX190920C00190000,0,0,172.15,176.35,0,0.5325,0.9775,0.0004,2,190.000,NFLX190920P00190000,0,0,0.8,0.93,0,0.5013,-0.0175,0.0004,43
09/20/2019,NFLX190920C00195000,0,0,167.45,171.65,0,0.531,0.9736,0.0005,1,195.000,NFLX190920P00195000,0,0,0.92,1.05,0,0.4937,-0.0198,0.0004,10
09/20/2019,NFLX190920C00200000,0,0,162.7,166.85,0,0.52,0.9712,0.0005,5,200.000,NFLX190920P00200000,0,0,1.06,1.18,0,0.4868,-0.0225,0.0005,345
09/20/2019,NFLX190920C00210000,0,0,153.1,157.3,0,0.4968,0.966,0.0006,0,210.000,NFLX190920P00210000,0,0,1.38,1.52,0,0.4736,-0.0288,0.0006,172
09/20/2019,NFLX190920C00220000,0,0,143.65,147.85,0,0.4901,0.9558,0.0008,3,220.000,NFLX190920P00220000,0,0,1.82,1.94,0,0.4617,-0.0368,0.0007,189
09/20/2019,NFLX190920C00230000,0,0,134.3,138.8,0,0.4659,0.9489,0.0009,0,230.000,NFLX190920P00230000,0,0,2.33,2.57,0,0.4516,-0.0469,0.0009,275
09/20/2019,NFLX190920C00240000,0,0,124.95,127.9,0,0.4526,0.9374,0.0011,6,240.000,NFLX190920P00240000,0,0,3,3.15,0,0.4413,-0.0588,0.0011,152
09/20/2019,NFLX190920C00250000,0,0,116.2,120.5,0,0.4431,0.9226,0.0013,27,250.000,NFLX190920P00250000,4,0.25,3.85,4,2,0.4328,-0.0736,0.0013,272
09/20/2019,NFLX190920C00255000,0,0,111.8,116,0,0.4382,0.9144,0.0015,12,255.000,NFLX190920P00255000,0,0,4.3,4.5,0,0.4289,-0.082,0.0015,162
09/20/2019,NFLX190920C00260000,0,0,107.2,111.6,0,0.4345,0.9049,0.0016,14,260.000,NFLX190920P00260000,0,0,4.85,5.05,0,0.425,-0.0911,0.0016,778
09/20/2019,NFLX190920C00265000,0,0,104.45,105.65,0,0.4279,0.8963,0.0017,3,265.000,NFLX190920P00265000,5.45,0.2,5.45,5.65,10,0.4206,-0.1007,0.0017,138
09/20/2019,NFLX190920C00270000,100.9,-4.625,100.2,101.65,1,0.4242,0.8856,0.0019,16,270.000,NFLX190920P00270000,0,0,6.1,6.35,0,0.4171,-0.1114,0.0019,780
09/20/2019,NFLX190920C00275000,0,0,96,97.15,0,0.4198,0.8746,0.002,52,275.000,NFLX190920P00275000,0,0,6.85,7.05,0,0.414,-0.123,0.002,144
09/20/2019,NFLX190920C00280000,0,0,91.85,93.4,0,0.4171,0.862,0.0022,35,280.000,NFLX190920P00280000,7.9,0.6,7.65,7.85,10,0.4101,-0.1349,0.0022,692
09/20/2019,NFLX190920C00285000,0,0,87.8,88.9,0,0.4139,0.849,0.0023,11,285.000,NFLX190920P00285000,0,0,8.5,8.75,0,0.4073,-0.1482,0.0023,84
09/20/2019,NFLX190920C00290000,0,0,83.85,85,0,0.411,0.8349,0.0025,20,290.000,NFLX190920P00290000,0,0,9.45,9.7,0,0.4045,-0.1621,0.0025,292
09/20/2019,NFLX190920C00295000,0,0,79.95,81.55,0,0.4067,0.821,0.0026,27,295.000,NFLX190920P00295000,0,0,10.5,10.75,0,0.4017,-0.1769,0.0027,79
09/20/2019,NFLX190920C00300000,76.4,-4.9,76.1,77.15,5,0.4045,0.8052,0.0028,95,300.000,NFLX190920P00300000,11.54,0.44,11.6,11.9,6,0.3985,-0.1921,0.0028,3653
09/20/2019,NFLX190920C00305000,0,0,72.4,73.5,0,0.4004,0.7898,0.003,25,305.000,NFLX190920P00305000,12.65,0.425,12.85,13.1,9,0.3958,-0.2084,0.003,241
09/20/2019,NFLX190920C00310000,0,0,68.75,69.6,0,0.3973,0.7731,0.0031,15,310.000,NFLX190920P00310000,14,0.525,14.15,14.45,4,0.393,-0.2253,0.0031,748
09/20/2019,NFLX190920C00315000,66.2,-3.925,65.25,66,5,0.3942,0.7557,0.0033,474,315.000,NFLX190920P00315000,15.3,0.5,15.5,15.85,3,0.3903,-0.243,0.0033,343
09/20/2019,NFLX190920C00320000,0,0,61.75,62.55,0,0.3918,0.7374,0.0034,60,320.000,NFLX190920P00320000,16.95,0.725,17,17.35,18,0.3878,-0.2613,0.0035,1256
09/20/2019,NFLX190920C00325000,0,0,58.45,59.65,0,0.3895,0.7185,0.0036,113,325.000,NFLX190920P00325000,18.7,0.975,18.6,19,12,0.3852,-0.2803,0.0036,1506
09/20/2019,NFLX190920C00330000,0,0,55.25,56.1,0,0.3873,0.6986,0.0037,460,330.000,NFLX190920P00330000,20.4,1.05,20.3,20.7,5,0.3828,-0.3002,0.0037,803
09/20/2019,NFLX190920C00335000,53.39,-3.085,52.05,52.95,5,0.3847,0.6787,0.0038,38,335.000,NFLX190920P00335000,0,0,22.1,22.55,0,0.3805,-0.3201,0.0039,385
09/20/2019,NFLX190920C00340000,49.15,-4.2,49.05,49.9,4,0.3821,0.6584,0.004,179,340.000,NFLX190920P00340000,23.7,0.775,24.05,24.45,16,0.3779,-0.341,0.004,677
09/20/2019,NFLX190920C00345000,0,0,46.15,47.25,0,0.3787,0.638,0.0041,140,345.000,NFLX190920P00345000,26.07,1.195,26.05,26.5,55,0.3756,-0.3621,0.0041,225
09/20/2019,NFLX190920C00350000,0,0,43.3,44.1,1,0.3764,0.6167,0.0042,259,350.000,NFLX190920P00350000,28.22,1.32,28.2,28.65,33,0.3738,-0.3832,0.0042,419
09/20/2019,NFLX190920C00355000,43.45,-1.175,40.6,41.4,1,0.375,0.5946,0.0043,122,355.000,NFLX190920P00355000,30.67,1.645,30.4,30.95,12,0.3718,-0.4049,0.0043,366
09/20/2019,NFLX190920C00360000,38.6,-3.225,38,38.75,21,0.3721,0.5733,0.0043,403,360.000,NFLX190920P00360000,32.98,1.68,32.75,33.3,18,0.369,-0.4269,0.0044,1441
09/20/2019,NFLX190920C00365000,36.15,-3.15,35.55,36.25,14,0.3702,0.5513,0.0044,239,365.000,NFLX190920P00365000,34.9,1.25,35.25,35.8,16,0.3672,-0.4491,0.0044,199
09/20/2019,NFLX190920C00370000,34.2,-2.525,33.15,33.85,4,0.3682,0.5292,0.0044,289,370.000,NFLX190920P00370000,37.65,1.5,37.85,38.45,9,0.3655,-0.4713,0.0045,168
09/20/2019,NFLX190920C00375000,31.66,-2.665,30.9,31.55,4,0.3662,0.5071,0.0045,280,375.000,NFLX190920P00375000,40.35,1.625,40.5,41.15,9,0.3632,-0.4936,0.0045,84
09/20/2019,NFLX190920C00380000,29.77,-2.28,28.75,29.4,12,0.3643,0.4851,0.0045,696,380.000,NFLX190920P00380000,0,0,43.3,44,0,0.3609,-0.5165,0.0045,55
09/20/2019,NFLX190920C00385000,27.15,-2.75,26.8,27.3,11,0.3622,0.4631,0.0045,161,385.000,NFLX190920P00385000,46.61,2.36,46.25,46.95,1,0.3595,-0.5383,0.0045,56
09/20/2019,NFLX190920C00390000,25.65,-2.175,24.8,25.35,11,0.3607,0.4414,0.0045,1480,390.000,NFLX190920P00390000,0,0,49.3,50,0,0.3572,-0.5604,0.0045,58
09/20/2019,NFLX190920C00395000,23.55,-2.4,22.95,23.5,8,0.3592,0.4197,0.0045,196,395.000,NFLX190920P00395000,51.03,0.83,52.5,53.2,1,0.3559,-0.5819,0.0045,52
09/20/2019,NFLX190920C00400000,21.5,-2.525,21.25,21.75,137,0.3573,0.3988,0.0044,1753,400.000,NFLX190920P00400000,55.35,2,55.75,56.5,3,0.3546,-0.6026,0.0045,464
09/20/2019,NFLX190920C00405000,20,-2.225,19.6,20.45,7,0.3555,0.378,0.0044,207,405.000,NFLX190920P00405000,59.3,2.7,59.05,59.95,8,0.3531,-0.6235,0.0044,18
09/20/2019,NFLX190920C00410000,18.95,-1.65,18.05,18.9,2,0.3535,0.3574,0.0043,115,410.000,NFLX190920P00410000,0,0,62.55,63.35,0,0.3516,-0.6439,0.0044,28
09/20/2019,NFLX190920C00415000,17.35,-1.675,16.65,17.45,8,0.3522,0.3376,0.0043,29,415.000,NFLX190920P00415000,65.8,2.4,66.15,67,1,0.3507,-0.6634,0.0043,23
09/20/2019,NFLX190920C00420000,15.95,-1.65,15.3,16.1,21,0.3508,0.3183,0.0042,150,420.000,NFLX190920P00420000,69.45,2.4,69.85,70.65,2,0.3487,-0.6831,0.0042,127
09/20/2019,NFLX190920C00425000,15.68,-0.545,14.05,14.5,1,0.3493,0.2995,0.0041,294,425.000,NFLX190920P00425000,73.21,2.51,73.55,74.5,2,0.3481,-0.7014,0.0041,26
09/20/2019,NFLX190920C00430000,13.25,-1.65,12.9,13.65,1,0.348,0.2814,0.004,66,430.000,NFLX190920P00430000,77.3,2.825,77.4,78.45,2,0.3465,-0.7198,0.004,34
09/20/2019,NFLX190920C00435000,0,0,11.8,12.2,0,0.3466,0.2639,0.0039,90,435.000,NFLX190920P00435000,80.96,2.635,81.4,82.35,2,0.3454,-0.7371,0.0039,41
09/20/2019,NFLX190920C00440000,11.5,-1.1,10.8,11.5,5,0.346,0.2476,0.0038,78,440.000,NFLX190920P00440000,85,2.75,85.35,86.4,5,0.3446,-0.7536,0.0038,8
09/20/2019,NFLX190920C00445000,9.9,-1.65,9.85,10.25,5,0.3448,0.2314,0.0036,321,445.000,NFLX190920P00445000,88.9,2.625,89.55,90.65,1,0.3439,-0.7693,0.0036,9
09/20/2019,NFLX190920C00450000,9.15,-1.45,9,9.35,3,0.3433,0.2158,0.0035,350,450.000,NFLX190920P00450000,0,0,93.75,94.8,0,0.3432,-0.7843,0.0035,357
09/20/2019,NFLX190920C00460000,8.35,-0.525,7.4,7.75,3,0.3417,0.1875,0.0032,158,460.000,NFLX190920P00460000,0,0,100.7,103.45,0,0.3426,-0.8117,0.0032,4
09/20/2019,NFLX190920C00470000,6.8,-0.6,6.2,6.45,2,0.3398,0.1617,0.003,198,470.000,NFLX190920P00470000,0,0,111.25,112.4,0,0.3442,-0.8345,0.003,0
09/20/2019,NFLX190920C00480000,5.6,-0.575,5.1,5.7,3,0.3388,0.1393,0.0027,121,480.000,NFLX190920P00480000,0,0,120.4,121.45,0,0.3417,-0.8584,0.0027,0
09/20/2019,NFLX190920C00490000,4.4,-0.7,4.2,4.75,11,0.3376,0.1192,0.0024,1691,490.000,NFLX190920P00490000,0,0,127.95,132.35,0,0.3485,-0.8718,0.0025,0
09/20/2019,NFLX190920C00500000,3.55,-0.7,3.45,3.95,6,0.3365,0.1015,0.0022,193,500.000,NFLX190920P00500000,0,0,137.5,141.8,0,0.3532,-0.8853,0.0023,1
09/20/2019,NFLX190920C00520000,2.5,-0.425,2.37,2.71,10,0.336,0.0737,0.0017,287,520.000,NFLX190920P00520000,0,0,156.8,161.4,0,0.3701,-0.9021,0.0019,0
09/20/2019,NFLX190920C00540000,0,0,1.63,1.91,0,0.3364,0.0533,0.0013,140,540.000,NFLX190920P00540000,0,0,176.45,180.85,0,0.05,-1,0,0
09/20/2019,NFLX190920C00560000,1.15,-0.265,1.15,1.26,19,0.3386,0.0391,0.001,88,560.000,NFLX190920P00560000,0,0,196.4,200.85,0,0.05,-1,0,0
10/18/2019,NFLX191018C00185000,0,0,177.75,182.3,0,0.5278,0.9756,0.0004,0,185.000,NFLX191018P00185000,0,0,1.07,1.22,0,0.5049,-0.0206,0.0004,29
10/18/2019,NFLX191018C00190000,0,0,173,177.5,0,0.5196,0.9729,0.0005,0,190.000,NFLX191018P00190000,0,0,1.22,1.38,3,0.4988,-0.0233,0.0004,8
10/18/2019,NFLX191018C00195000,0,0,168.3,172.8,0,0.5122,0.9698,0.0005,0,195.000,NFLX191018P00195000,0,0,1.4,1.55,0,0.4923,-0.0263,0.0005,1
10/18/2019,NFLX191018C00200000,0,0,163.5,168,0,0.5078,0.9657,0.0006,0,200.000,NFLX191018P00200000,0,0,1.6,1.82,0,0.4866,-0.0297,0.0005,9
10/18/2019,NFLX191018C00210000,0,0,154.3,158.8,0,0.4938,0.9579,0.0007,0,210.000,NFLX191018P00210000,0,0,2.07,2.27,0,0.4756,-0.0376,0.0007,32
10/18/2019,NFLX191018C00220000,0,0,145,149.5,0,0.482,0.9482,0.0008,0,220.000,NFLX191018P00220000,0,0,2.66,2.94,0,0.4668,-0.0475,0.0008,14
10/18/2019,NFLX191018C00230000,0,0,135.9,138.75,0,0.4744,0.9356,0.001,0,230.000,NFLX191018P00230000,3.5,0.1,3.35,3.65,7,0.4571,-0.0588,0.001,42
10/18/2019,NFLX191018C00240000,0,0,126.8,129.8,0,0.4626,0.9226,0.0012,0,240.000,NFLX191018P00240000,4.45,0.175,4.25,4.55,3,0.4502,-0.0731,0.0012,361
10/18/2019,NFLX191018C00250000,0,0,118.4,121.05,0,0.4542,0.9066,0.0014,2,250.000,NFLX191018P00250000,5.7,0.375,5.4,5.7,9,0.4427,-0.0892,0.0014,310
10/18/2019,NFLX191018C00260000,113.11,-3.59,111.2,114.2,1,0.4452,0.8885,0.0016,13,260.000,NFLX191018P00260000,6.8,0.225,6.65,7,9,0.4353,-0.1077,0.0016,69
10/18/2019,NFLX191018C00270000,0,0,102.9,104.05,0,0.4378,0.8677,0.0019,1,270.000,NFLX191018P00270000,0,0,8.25,8.5,0,0.4289,-0.129,0.0019,109
10/18/2019,NFLX191018C00280000,99,-1.175,94.9,96.05,1,0.4318,0.8438,0.0021,1,280.000,NFLX191018P00280000,10.2,0.375,9.85,10.45,4,0.4229,-0.1526,0.0021,45
10/18/2019,NFLX191018C00290000,0,0,87.15,88.45,0,0.4246,0.8183,0.0024,13,290.000,NFLX191018P00290000,12.5,0.65,12,12.55,2,0.4179,-0.1791,0.0024,320
10/18/2019,NFLX191018C00300000,0,0,78.2,80.85,0,0.4191,0.7898,0.0026,1,300.000,NFLX191018P00300000,14.9,0.775,14.55,15.25,8,0.4122,-0.2078,0.0026,568
10/18/2019,NFLX191018C00305000,76.59,-4.61,76.1,77.4,4,0.4154,0.7749,0.0027,5,305.000,NFLX191018P00305000,0,0,15.9,16.5,0,0.4096,-0.2231,0.0028,26
10/18/2019,NFLX191018C00310000,0,0,72.7,73.8,0,0.4132,0.7592,0.0029,1,310.000,NFLX191018P00310000,0,0,17.2,18.1,0,0.4063,-0.2387,0.0029,22
10/18/2019,NFLX191018C00315000,71.55,-2.575,69.3,70.35,1,0.4109,0.7426,0.003,2,315.000,NFLX191018P00315000,0,0,18.85,19.35,0,0.4039,-0.2551,0.003,186
10/18/2019,NFLX191018C00320000,66.09,-4.585,65.95,67,1,0.4079,0.7262,0.0031,5,320.000,NFLX191018P00320000,20.55,0.725,20.45,21,3,0.4018,-0.2721,0.0031,73
10/18/2019,NFLX191018C00325000,64.56,-2.89,62.8,63.9,2,0.4044,0.7095,0.0032,6,325.000,NFLX191018P00325000,0,0,22.15,22.8,0,0.3994,-0.2894,0.0033,60
10/18/2019,NFLX191018C00330000,61.41,-2.89,59.6,60.75,1,0.4025,0.6916,0.0033,7,330.000,NFLX191018P00330000,24.2,1.025,23.95,24.5,1,0.3963,-0.307,0.0034,99
10/18/2019,NFLX191018C00335000,58.35,-2.75,56.6,57.7,2,0.3993,0.674,0.0034,8,335.000,NFLX191018P00335000,0,0,25.85,26.45,0,0.3951,-0.3254,0.0035,0
10/18/2019,NFLX191018C00340000,0,0,54,54.75,0,0.3978,0.6552,0.0035,5,340.000,NFLX191018P00340000,0,0,27.85,28.55,0,0.3929,-0.344,0.0036,161
10/18/2019,NFLX191018C00345000,0,0,50.8,51.9,0,0.3949,0.6369,0.0036,2,345.000,NFLX191018P00345000,0,0,29.95,30.65,0,0.3901,-0.3628,0.0037,15
10/18/2019,NFLX191018C00350000,48.67,-3.63,48.1,49.1,1,0.3925,0.618,0.0037,10,350.000,NFLX191018P00350000,0,0,32.1,33,0,0.3885,-0.3819,0.0037,72
10/18/2019,NFLX191018C00355000,0,0,45.4,46.45,0,0.391,0.5986,0.0038,8,355.000,NFLX191018P00355000,0,0,34.45,35.05,0,0.3865,-0.4013,0.0038,8
